timestamp_ms,temperature_c,pressure_kpa,pressure_voltage,vibration_raw,vibration_level,current_a,label
196418,29.44,0.95,0.591,2984,2.984,0.389,GOOD
197074,29.50,0.93,0.591,3112,3.112,0.333,GOOD
197731,29.50,1.00,0.601,3242,3.242,0.383,GOOD
198387,29.50,1.29,0.628,7876,7.876,0.329,GOOD
199043,29.50,0.91,0.594,9806,9.807,0.383,GOOD
199699,29.50,0.88,0.584,3099,3.100,0.311,GOOD
200355,29.50,0.98,0.595,3099,3.100,0.334,GOOD
201011,29.50,0.98,0.606,8563,8.564,0.401,GOOD
201668,29.50,0.84,0.583,2954,2.954,0.371,GOOD
202324,29.50,0.94,0.590,3283,3.283,0.376,GOOD
202980,29.50,1.00,0.606,3015,3.015,0.342,GOOD
203637,29.50,0.77,0.582,3271,3.272,0.395,GOOD
204293,29.50,1.07,0.610,3339,3.340,0.396,GOOD
204949,29.50,1.13,0.613,17583,17.584,0.324,GOOD
205605,29.50,0.77,0.579,3258,3.259,0.331,GOOD
206262,29.50,1.00,0.600,2934,2.935,0.401,GOOD
206918,29.50,0.80,0.581,2854,2.854,0.374,GOOD
207574,29.50,1.01,0.606,3542,3.543,0.325,GOOD
208230,29.50,0.94,0.595,3383,3.383,0.344,GOOD
208887,29.50,0.68,0.572,2773,2.774,0.359,GOOD
209543,29.56,0.93,0.603,3021,3.022,0.385,GOOD
210199,29.50,0.96,0.597,14980,14.980,0.353,GOOD
210855,29.50,1.00,0.599,3407,3.407,0.395,GOOD
211512,29.50,1.04,0.609,3348,3.349,0.393,GOOD
212168,29.50,0.71,0.564,2956,2.956,0.362,GOOD
212824,29.50,0.93,0.593,3186,3.186,0.333,GOOD
213480,29.50,1.00,0.604,3302,3.302,0.321,GOOD
214136,29.50,0.97,0.604,3473,3.474,0.406,GOOD
214793,29.50,0.97,0.595,14321,14.322,0.308,GOOD
215449,29.50,0.99,0.603,3317,3.318,0.307,GOOD
216105,29.50,1.06,0.603,2916,2.916,0.394,GOOD
216762,29.50,0.90,0.590,3219,3.220,0.382,GOOD
217418,29.50,1.02,0.605,3219,3.220,0.348,GOOD
444774,37.00,0.00,0.487,2896,2.897,0.901,MODERATE
445428,37.06,1.56,0.659,3367,3.368,0.380,MODERATE
446083,37.06,1.39,0.642,2783,2.783,0.393,MODERATE
446738,37.00,1.29,0.629,2898,2.898,0.389,MODERATE
447393,37.06,1.11,0.611,98,0.098,0.415,MODERATE
448047,37.06,1.15,0.603,3113,3.114,0.357,MODERATE
448702,37.06,1.26,0.623,2945,2.945,0.422,MODERATE
449357,37.06,1.27,0.626,3012,3.012,0.406,MODERATE
450011,37.06,1.24,0.624,2846,2.846,0.390,MODERATE
450666,37.06,1.31,0.623,2945,2.945,0.403,MODERATE
451321,37.06,1.24,0.622,3457,3.458,0.338,MODERATE
451975,37.06,1.15,0.617,11988,11.989,0.407,MODERATE
452630,37.06,1.75,0.675,4530,4.530,0.314,MODERATE
453285,37.13,1.74,0.665,3045,3.046,0.396,MODERATE
453940,37.06,1.84,0.682,3168,3.169,0.343,MODERATE
454595,37.06,1.24,0.626,4833,4.834,0.403,MODERATE
455249,37.06,1.16,0.613,2844,2.845,0.348,MODERATE
455904,37.06,1.16,0.627,2992,2.992,0.363,MODERATE
456559,37.06,1.32,0.634,2646,2.646,0.404,MODERATE
457214,37.06,1.15,0.616,3058,3.059,0.341,MODERATE
457868,37.06,1.46,0.640,3341,3.342,0.374,MODERATE
458523,37.06,1.14,0.615,3114,3.115,0.392,MODERATE
459178,37.06,1.40,0.639,2779,2.779,0.395,MODERATE
459833,37.06,1.03,0.605,3246,3.247,0.345,MODERATE
460488,37.06,1.14,0.613,3068,3.069,0.341,MODERATE
461142,37.06,1.39,0.634,3069,3.069,0.406,MODERATE
461797,37.06,1.01,0.606,3023,3.023,0.349,MODERATE
462452,37.06,1.28,0.621,2556,2.557,0.316,MODERATE
463107,37.06,1.07,0.607,3215,3.216,0.382,MODERATE
463761,37.06,1.14,0.612,3058,3.059,0.400,MODERATE
464416,37.06,1.17,0.622,2977,2.977,0.336,MODERATE
465071,37.06,1.15,0.615,2793,2.793,0.361,MODERATE
465726,37.06,1.06,0.604,3193,3.193,0.368,MODERATE
466380,37.06,1.09,0.612,2881,2.881,0.332,MODERATE
467035,37.06,1.25,0.624,10726,10.726,0.385,MODERATE
467690,37.00,1.30,0.631,3062,3.063,0.343,MODERATE
468345,37.06,1.10,0.609,2548,2.548,0.375,MODERATE
469000,37.00,1.23,0.621,2970,2.970,0.357,MODERATE
469654,37.06,1.14,0.616,2906,2.907,0.344,MODERATE
470309,37.00,1.29,0.633,3179,3.180,0.333,MODERATE
470964,37.00,1.10,0.610,3053,3.054,0.334,MODERATE
471619,37.06,1.27,0.622,2915,2.916,0.332,MODERATE
472273,37.00,1.25,0.632,3164,3.164,0.396,MODERATE
2172,37.00,1.32,0.628,3360,3.360,0.405,MODERATE
2826,37.00,1.14,0.614,2707,2.708,0.362,MODERATE
3481,37.00,1.10,0.609,3263,3.263,0.367,MODERATE
4136,37.00,1.26,0.621,3240,3.241,0.377,MODERATE
4791,37.00,1.42,0.636,3085,3.085,0.352,MODERATE
5446,37.00,1.10,0.602,266,0.267,0.405,MODERATE
6100,37.00,1.40,0.638,3187,3.187,0.350,MODERATE
6755,36.94,1.30,0.635,3081,3.081,0.360,MODERATE
7410,37.00,1.06,0.612,2859,2.859,0.325,MODERATE
8065,37.00,1.09,0.610,2977,2.977,0.344,MODERATE
8720,37.00,1.15,0.615,2957,2.958,0.317,MODERATE
9374,37.00,1.16,0.625,3393,3.394,0.376,MODERATE
10029,37.00,1.35,0.631,2853,2.853,0.344,MODERATE
10684,37.00,1.10,0.615,2786,2.787,0.384,MODERATE
11339,36.94,1.15,0.612,3088,3.089,0.379,MODERATE
11994,37.00,1.16,0.614,8215,8.215,0.411,MODERATE
12649,37.00,0.90,0.599,3140,3.141,0.382,MODERATE
13304,37.00,1.15,0.614,2913,2.914,0.352,MODERATE
13959,36.94,1.15,0.614,2806,2.807,0.387,MODERATE
14614,37.00,1.17,0.615,3129,3.130,0.389,MODERATE
15269,36.94,0.99,0.601,2778,2.778,0.387,MODERATE
15924,36.94,1.38,0.638,2720,2.721,0.360,MODERATE
16578,37.00,0.96,0.593,2994,2.994,0.309,MODERATE
17233,36.94,1.14,0.612,2770,2.771,0.317,MODERATE
17888,36.94,1.26,0.622,2959,2.960,0.323,MODERATE
18543,37.00,1.16,0.617,3069,3.069,0.391,MODERATE
19198,37.00,1.29,0.630,3143,3.144,0.359,MODERATE
19853,36.94,1.10,0.617,3848,3.848,0.353,MODERATE
20508,36.94,1.04,0.598,3144,3.145,0.338,MODERATE
21163,36.94,1.25,0.615,2872,2.872,0.368,MODERATE
21818,36.94,1.14,0.612,2993,2.994,0.324,MODERATE
22473,36.94,1.26,0.609,9806,9.807,0.400,MODERATE
23128,36.88,1.29,0.625,4154,4.154,0.331,MODERATE
23782,36.94,1.08,0.607,3185,3.185,0.368,MODERATE
24437,36.94,1.00,0.599,3083,3.083,0.389,MODERATE
25092,36.94,1.04,0.606,2954,2.954,0.368,MODERATE
25747,36.94,0.99,0.598,3185,3.185,0.392,MODERATE
26402,36.88,1.22,0.616,2979,2.980,0.351,MODERATE
27057,36.94,1.16,0.609,2867,2.868,0.381,MODERATE
27712,36.94,1.06,0.603,2897,2.898,0.329,MODERATE
28366,36.88,1.17,0.622,2993,2.994,0.358,MODERATE
29021,36.88,1.22,0.622,3193,3.194,0.395,MODERATE
29676,36.94,1.26,0.623,3256,3.257,0.344,MODERATE
30331,36.88,1.27,0.617,3314,3.314,0.377,MODERATE
30986,36.94,1.25,0.629,9398,9.398,0.352,MODERATE
31641,36.88,1.17,0.614,9806,9.807,0.362,MODERATE
32296,36.88,1.14,0.615,2631,2.631,0.377,MODERATE
32951,36.88,1.14,0.610,3049,3.049,0.391,MODERATE
33605,36.88,1.43,0.644,3446,3.446,0.402,MODERATE
34260,36.88,0.96,0.592,3172,3.172,0.347,MODERATE
34915,36.88,1.14,0.609,3103,3.104,0.333,MODERATE
35570,36.88,1.16,0.621,3071,3.071,0.334,MODERATE
36225,36.88,1.02,0.603,3018,3.019,0.374,MODERATE
36880,36.81,1.08,0.607,3453,3.453,0.346,MODERATE
37535,36.88,1.09,0.609,2816,2.816,0.387,MODERATE
38190,36.88,1.15,0.616,3120,3.120,0.338,MODERATE
38845,36.88,1.09,0.607,3172,3.173,0.314,MODERATE
39500,36.88,1.25,0.622,3232,3.233,0.383,MODERATE
40155,36.88,1.21,0.631,3175,3.175,0.398,MODERATE
40810,36.88,1.12,0.606,2726,2.726,0.323,MODERATE
41465,36.88,1.14,0.622,5742,5.743,0.328,MODERATE
42120,36.88,1.12,0.612,2939,2.940,0.337,MODERATE
42775,36.81,1.34,0.633,3051,3.051,0.324,MODERATE
43430,36.88,1.39,0.635,2980,2.980,0.348,MODERATE
44085,36.81,1.10,0.600,3257,3.258,0.398,MODERATE
44740,36.81,1.36,0.631,3110,3.110,0.405,MODERATE
45394,36.88,0.95,0.606,2978,2.979,0.380,MODERATE
46050,36.81,1.21,0.640,7949,7.950,0.348,MODERATE
46705,36.81,1.24,0.624,3175,3.175,0.363,MODERATE
47360,36.88,1.13,0.605,3138,3.139,0.398,MODERATE
48015,36.81,1.07,0.604,3294,3.294,0.392,MODERATE
48670,36.81,1.24,0.623,3106,3.107,0.364,MODERATE
49325,36.81,1.01,0.606,3432,3.433,0.405,MODERATE
49980,36.81,1.23,0.622,3534,3.534,0.399,MODERATE
50634,36.81,1.41,0.641,10291,10.292,0.350,MODERATE
51289,36.81,1.09,0.607,2781,2.781,0.370,MODERATE
51945,36.81,1.11,0.606,3123,3.123,0.339,MODERATE
52599,36.81,1.28,0.631,3215,3.216,0.357,MODERATE
53255,36.81,1.09,0.613,3396,3.396,0.326,MODERATE
53910,36.81,1.15,0.624,2983,2.984,0.386,MODERATE
54565,36.81,1.07,0.606,3002,3.002,0.320,MODERATE
55220,36.81,1.23,0.622,2970,2.971,0.387,MODERATE
55875,36.81,1.10,0.603,2887,2.887,0.375,MODERATE
56530,36.81,1.12,0.609,3017,3.018,0.312,MODERATE
57185,36.81,0.94,0.594,3014,3.015,0.363,MODERATE
57840,36.81,1.33,0.628,2902,2.902,0.340,MODERATE
58495,36.81,1.15,0.616,2891,2.891,0.319,MODERATE
59150,36.75,1.08,0.607,3017,3.017,0.322,MODERATE
59804,36.81,0.99,0.602,13505,13.505,0.336,MODERATE
60459,36.75,1.15,0.613,2700,2.700,0.358,MODERATE
61115,36.75,1.28,0.622,3101,3.102,0.383,MODERATE
61769,36.75,1.23,0.622,2892,2.892,0.394,MODERATE
62425,36.75,1.08,0.615,3073,3.073,0.395,MODERATE
63080,36.75,0.98,0.602,2658,2.659,0.327,MODERATE
63735,36.75,0.99,0.596,3005,3.005,0.376,MODERATE
64390,36.75,1.04,0.602,3195,3.195,0.370,MODERATE
65045,36.75,1.15,0.614,3456,3.456,0.399,MODERATE
65700,36.75,1.14,0.607,3187,3.188,0.325,MODERATE
66355,36.81,1.16,0.624,3005,3.005,0.358,MODERATE
67010,36.75,1.16,0.621,2791,2.792,0.322,MODERATE
67665,36.69,1.14,0.614,3138,3.139,0.326,MODERATE
68320,36.75,0.82,0.594,3119,3.119,0.393,MODERATE
68974,36.75,1.09,0.609,14146,14.147,0.320,MODERATE
69629,36.75,0.91,0.595,3262,3.263,0.389,MODERATE
70285,36.75,1.07,0.616,2144,2.145,0.395,MODERATE
70940,36.69,0.92,0.591,343,0.344,0.330,MODERATE
71594,36.75,1.12,0.614,2805,2.805,0.349,MODERATE
72249,36.69,1.21,0.613,12205,12.206,0.336,MODERATE
72904,36.69,1.01,0.599,3035,3.036,0.343,MODERATE
73560,36.69,1.14,0.613,3084,3.084,0.402,MODERATE
74215,36.75,1.04,0.603,3164,3.164,0.364,MODERATE
74870,36.69,1.16,0.615,3546,3.546,0.375,MODERATE
75525,36.69,1.09,0.602,2734,2.735,0.329,MODERATE
76180,36.75,0.97,0.602,3066,3.066,0.357,MODERATE
76835,36.75,0.94,0.598,3229,3.230,0.353,MODERATE
77490,36.69,1.07,0.610,2926,2.927,0.379,MODERATE
78145,36.75,0.89,0.585,2744,2.744,0.384,MODERATE
78800,36.69,1.25,0.627,3040,3.040,0.360,MODERATE
79455,36.69,1.14,0.617,3039,3.040,0.321,MODERATE
80110,36.69,1.06,0.600,2937,2.938,0.311,MODERATE
80765,36.69,1.11,0.614,3076,3.077,0.360,MODERATE
81420,36.69,1.17,0.614,11027,11.027,0.333,MODERATE
82075,36.69,1.22,0.616,2793,2.794,0.306,MODERATE
82730,36.69,0.96,0.599,3276,3.276,0.372,MODERATE
83385,36.69,1.08,0.606,3276,3.276,0.312,MODERATE
84040,36.69,1.15,0.627,929,0.929,0.317,MODERATE
84694,36.69,1.33,0.629,8272,8.272,0.329,MODERATE
85349,36.63,1.03,0.603,8272,8.272,0.380,MODERATE
86004,36.63,1.25,0.626,8272,8.272,0.393,MODERATE
86659,36.69,1.09,0.599,3327,3.327,0.362,MODERATE
87314,36.69,0.89,0.591,3258,3.259,0.358,MODERATE
87969,36.69,1.01,0.599,3099,3.100,0.382,MODERATE
88624,36.63,1.07,0.608,3243,3.244,0.319,MODERATE
89279,36.69,0.99,0.601,3101,3.101,0.326,MODERATE
89934,36.63,1.08,0.609,3052,3.053,0.372,MODERATE
90589,36.63,1.11,0.623,2998,2.998,0.390,MODERATE
91244,36.63,1.08,0.604,2819,2.820,0.369,MODERATE
91899,36.63,1.07,0.612,15780,15.781,0.337,MODERATE
92554,36.69,1.12,0.611,3009,3.010,0.358,MODERATE
93209,36.63,1.08,0.613,2966,2.967,0.370,MODERATE
93864,36.63,1.39,0.644,3073,3.074,0.367,MODERATE
94519,36.69,1.01,0.603,3073,3.074,0.350,MODERATE
95174,36.63,1.13,0.606,2878,2.878,0.295,MODERATE
95829,36.63,1.10,0.604,2782,2.782,0.352,MODERATE
96484,36.63,1.07,0.610,3170,3.170,0.390,MODERATE
97138,36.63,1.10,0.601,3170,3.170,0.390,MODERATE
97793,36.63,0.94,0.594,2877,2.878,0.356,MODERATE
98448,36.63,1.13,0.600,3055,3.056,0.340,MODERATE
99103,36.63,1.13,0.608,3099,3.100,0.316,MODERATE
99758,36.63,1.10,0.607,3077,3.078,0.338,MODERATE
100413,36.63,1.09,0.604,3187,3.188,0.314,MODERATE
101068,36.63,1.10,0.609,2835,2.836,0.363,MODERATE
101723,36.56,1.05,0.602,3025,3.025,0.311,MODERATE
102378,36.63,1.04,0.600,2938,2.939,0.328,MODERATE
103033,36.63,1.07,0.601,3013,3.013,0.323,MODERATE
103688,36.56,1.15,0.611,3188,3.188,0.395,MODERATE
104343,36.56,0.93,0.579,3110,3.111,0.335,MODERATE
104998,36.63,0.96,0.598,3273,3.274,0.317,MODERATE
105653,36.56,1.00,0.605,3244,3.244,0.393,MODERATE
106308,36.56,1.15,0.607,2997,2.997,0.302,MODERATE
106963,36.56,1.27,0.630,9191,9.191,0.340,MODERATE
107618,36.56,1.04,0.600,3073,3.074,0.323,MODERATE
108273,36.56,1.16,0.614,2854,2.854,0.304,MODERATE
108928,36.56,1.13,0.610,2914,2.914,0.334,MODERATE
109583,36.56,1.04,0.614,3149,3.150,0.350,MODERATE
110238,36.56,1.09,0.606,2957,2.957,0.373,MODERATE
110893,36.56,1.10,0.614,3179,3.180,0.369,MODERATE
111527,36.56,0.84,0.581,3065,3.066,0.397,MODERATE
112182,36.56,0.99,0.598,3228,3.229,0.334,MODERATE
112825,36.56,0.90,0.595,3195,3.196,0.321,MODERATE
113480,36.56,0.94,0.589,7861,7.862,0.325,MODERATE
114135,36.56,1.04,0.613,3211,3.211,0.312,MODERATE
114790,36.56,0.94,0.598,7795,7.796,0.393,MODERATE
115445,36.56,1.03,0.607,9806,9.807,0.356,MODERATE
116100,36.56,0.98,0.593,2871,2.872,0.341,MODERATE
116755,36.50,0.98,0.601,3019,3.020,0.305,MODERATE
117410,36.50,0.96,0.596,2946,2.946,0.336,MODERATE
118065,36.50,0.98,0.607,13260,13.261,0.321,MODERATE
118720,36.50,1.10,0.612,1886,1.886,0.387,MODERATE
119375,36.50,0.98,0.597,3116,3.116,0.367,MODERATE
120030,36.50,1.22,0.622,2932,2.932,0.400,MODERATE
120685,36.50,1.04,0.598,3082,3.083,0.345,MODERATE
121340,36.50,0.97,0.598,3205,3.206,0.386,MODERATE
121995,36.50,1.01,0.605,2884,2.885,0.306,MODERATE
122650,36.50,0.97,0.591,1852,1.853,0.383,MODERATE
123305,36.50,1.09,0.611,2963,2.964,0.374,MODERATE
123960,36.50,1.01,0.603,3332,3.332,0.326,MODERATE
124615,36.50,1.01,0.606,3252,3.253,0.394,MODERATE
125270,36.50,0.94,0.584,2983,2.984,0.340,MODERATE
125925,36.50,1.03,0.600,3158,3.159,0.341,MODERATE
126580,36.50,1.06,0.600,2833,2.833,0.394,MODERATE
127235,36.50,1.09,0.632,6109,6.109,0.328,MODERATE
127890,36.50,1.14,0.612,2972,2.972,0.310,MODERATE
128545,36.44,0.91,0.597,3091,3.092,0.324,MODERATE
129200,36.50,0.96,0.598,3249,3.250,0.332,MODERATE
129855,36.50,0.73,0.598,2995,2.996,0.395,MODERATE
130510,36.50,1.05,0.606,12104,12.104,0.340,MODERATE
131165,36.50,1.11,0.611,2807,2.808,0.354,MODERATE
131820,36.50,0.97,0.596,12533,12.534,0.389,MODERATE
132476,36.44,1.06,0.608,3074,3.074,0.380,MODERATE
133131,36.44,0.97,0.599,2812,2.813,0.305,MODERATE
133786,36.50,1.04,0.610,3260,3.261,0.390,MODERATE
134441,36.44,1.16,0.609,3003,3.004,0.357,MODERATE
135096,36.44,0.98,0.595,2861,2.862,0.302,MODERATE
135751,36.44,1.25,0.624,3380,3.380,0.392,MODERATE
136406,36.50,1.11,0.615,7330,7.330,0.318,MODERATE
137061,36.44,1.03,0.603,9806,9.807,0.354,MODERATE
418389,52.88,0.65,0.564,2949,2.949,0.290,BAD
419041,52.88,0.47,0.546,3271,3.272,0.345,BAD
419693,52.88,0.64,0.561,3021,3.022,0.340,BAD
420345,52.88,0.30,0.532,2863,2.864,0.350,BAD
420997,52.88,0.39,0.538,3200,3.201,0.382,BAD
421649,52.88,0.44,0.541,2812,2.813,0.371,BAD
422301,52.81,0.54,0.549,2789,2.789,0.319,BAD
422953,52.81,0.51,0.551,3075,3.076,0.296,BAD
423605,52.81,0.42,0.544,3144,3.145,0.329,BAD
424257,52.81,0.38,0.537,3185,3.186,0.384,BAD
424909,52.81,0.42,0.542,3466,3.467,0.319,BAD
425561,52.75,0.34,0.534,3071,3.071,0.365,BAD
426213,52.75,0.57,0.558,3123,3.124,0.363,BAD
426865,52.75,0.42,0.539,3043,3.043,0.373,BAD
427517,52.75,0.47,0.543,2734,2.735,0.294,BAD
428169,52.75,0.41,0.537,3447,3.448,0.289,BAD
428821,52.75,0.55,0.556,3228,3.228,0.326,BAD
429473,52.75,0.52,0.548,2980,2.981,0.368,BAD
430125,52.75,0.52,0.554,3344,3.344,0.354,BAD
430777,52.75,0.32,0.529,2875,2.876,0.294,BAD
431429,52.75,0.30,0.531,3625,3.626,0.330,BAD
432080,52.69,0.43,0.540,3157,3.157,0.375,BAD
432732,52.69,0.37,0.535,3327,3.328,0.359,BAD
433384,52.69,0.48,0.552,3090,3.091,0.369,BAD
434036,52.69,0.39,0.542,3199,3.200,0.343,BAD
434688,52.69,0.44,0.539,3142,3.142,0.342,BAD
435340,52.69,0.54,0.557,3511,3.512,0.323,BAD
435992,52.63,0.46,0.544,2939,2.939,0.353,BAD
436644,52.63,0.37,0.541,3372,3.373,0.311,BAD
437296,52.63,0.59,0.559,3227,3.227,0.359,BAD
437948,52.63,0.32,0.531,3145,3.145,0.302,BAD
438600,52.63,0.52,0.547,3204,3.204,0.342,BAD
439252,52.63,0.57,0.563,2981,2.981,0.372,BAD
439904,52.63,0.30,0.528,2981,2.981,0.370,BAD
440556,52.63,0.37,0.539,2672,2.673,0.375,BAD
441208,52.63,0.49,0.552,3510,3.510,0.346,BAD
441860,52.63,0.44,0.540,2922,2.923,0.363,BAD
442512,52.63,0.51,0.560,2731,2.732,0.325,BAD
443164,52.56,0.43,0.539,3380,3.381,0.310,BAD
443816,52.56,0.45,0.547,3270,3.270,0.299,BAD
444468,52.56,0.60,0.558,2890,2.891,0.361,BAD
445120,52.56,0.49,0.545,3278,3.278,0.356,BAD
445771,52.56,0.30,0.533,3116,3.116,0.280,BAD
446423,52.56,0.43,0.541,3034,3.035,0.331,BAD
447075,52.50,0.44,0.544,3374,3.374,0.324,BAD
447727,52.56,0.44,0.543,2768,2.768,0.332,BAD
448379,52.50,0.53,0.554,11967,11.968,0.365,BAD
449032,52.50,0.66,0.548,3354,3.354,0.306,BAD
449684,52.50,0.55,0.553,2875,2.875,0.346,BAD
450336,52.50,0.60,0.561,3251,3.251,0.307,BAD
450987,52.50,0.47,0.548,835,0.835,0.295,BAD
451639,52.50,0.42,0.540,2708,2.709,0.329,BAD
452291,52.50,0.51,0.549,3458,3.459,0.307,BAD
452943,52.44,0.32,0.535,2729,2.730,0.312,BAD
453595,52.44,0.62,0.557,2729,2.730,0.301,BAD
454247,52.44,0.54,0.550,3097,3.098,0.367,BAD
454899,52.44,0.51,0.552,3076,3.076,0.316,BAD
455551,52.44,0.34,0.535,2676,2.676,0.338,BAD
456203,52.38,0.50,0.550,3073,3.073,0.359,BAD
456855,52.38,0.25,0.529,2926,2.926,0.339,BAD
457506,52.38,0.54,0.558,3392,3.392,0.328,BAD
458158,52.44,0.36,0.537,3120,3.121,0.372,BAD
458810,52.38,0.43,0.538,3321,3.321,0.301,BAD
459462,52.38,0.35,0.538,2956,2.956,0.346,BAD
460114,52.31,0.47,0.546,1899,1.899,0.340,BAD
460766,52.31,0.49,0.552,2810,2.810,0.304,BAD
461418,52.31,0.60,0.554,2777,2.777,0.323,BAD
462070,52.31,0.39,0.542,3282,3.283,0.303,BAD
462722,52.31,0.36,0.526,3303,3.303,0.345,BAD
463374,52.25,0.43,0.543,3447,3.448,0.317,BAD
464026,52.31,0.65,0.568,2891,2.891,0.297,BAD
464678,52.25,0.59,0.558,3834,3.834,0.368,BAD
465329,52.25,0.56,0.559,3009,3.009,0.357,BAD
465981,52.25,0.47,0.546,2814,2.815,0.302,BAD
466633,52.25,0.66,0.567,3156,3.157,0.352,BAD
467285,52.25,0.38,0.541,3365,3.366,0.349,BAD
467937,52.25,0.37,0.540,3411,3.412,0.363,BAD
468589,52.19,0.71,0.567,2840,2.840,0.341,BAD
469241,52.19,0.54,0.553,2811,2.812,0.342,BAD
469893,52.19,0.35,0.539,2855,2.856,0.290,BAD
470545,52.19,0.54,0.548,3387,3.387,0.328,BAD
471197,52.19,0.47,0.551,3360,3.360,0.293,BAD
471849,52.19,0.47,0.552,9830,9.830,0.360,BAD
472501,52.19,0.61,0.557,2724,2.724,0.340,BAD
473153,52.13,0.50,0.554,2959,2.960,0.309,BAD
473805,52.13,0.45,0.556,3221,3.221,0.300,BAD
474457,52.13,0.50,0.551,2160,2.160,0.333,BAD
475109,52.13,0.51,0.549,3234,3.234,0.353,BAD
475761,52.13,0.49,0.553,3089,3.089,0.367,BAD
476413,52.13,0.49,0.551,3254,3.254,0.356,BAD
477065,52.06,0.29,0.533,3340,3.341,0.326,BAD
