timestamp_ms,temperature_c,pressure_kpa,pressure_voltage,vibration_raw,vibration_level,current_a,label
90784,29.69,1.29,0.631,876,0.299,0.423,GOOD
91441,29.62,0.99,0.608,97,0.098,0.389,GOOD
92097,29.62,1.32,0.627,440,0.44,0.398,GOOD
92753,29.69,1.01,0.602,9743,0.149,0.382,GOOD
93410,29.62,1.07,0.604,148,0.269,0.416,GOOD
94066,29.69,1.01,0.605,127,0.141,0.401,GOOD
94723,29.62,1.05,0.611,145,0.146,0.351,GOOD
95379,29.69,1.21,0.625,16,0.017,0.369,GOOD
96035,29.69,0.98,0.596,16,0.016,0.396,GOOD
96692,29.69,1.07,0.59,8321,0.069,0.4,GOOD
97348,29.69,1.02,0.595,10781,0.024,0.372,GOOD
97990,29.69,1.16,0.628,110,0.11,0.345,GOOD
98646,29.62,1.46,0.624,346,0.347,0.344,GOOD
99303,29.69,0.96,0.599,17,0.018,0.403,GOOD
99959,29.62,1.05,0.612,9934,0.106,0.336,GOOD
100616,29.69,1.09,0.616,324,0.324,0.324,GOOD
101272,29.62,1.41,0.651,5,0.254,0.341,GOOD
101929,29.69,1.1,0.61,127,7.814,0.321,GOOD
102585,29.62,1.32,0.637,88,0.089,0.345,GOOD
103241,29.62,1.02,0.588,298,0.299,0.378,GOOD
103898,29.69,1.31,0.632,325,0.325,0.336,GOOD
104555,29.62,1.14,0.61,174,0.123,0.354,GOOD
105211,29.62,1.06,0.609,206,0.207,0.341,GOOD
105868,29.69,0.98,0.599,20,0.021,0.401,GOOD
106524,29.62,1.13,0.615,497,0.498,0.397,GOOD
107181,29.62,1.3,0.624,240,0.24,0.329,GOOD
107838,29.62,1.3,0.642,142,0.142,0.361,GOOD
108494,29.69,1.41,0.637,17,0.451,0.397,GOOD
109150,29.62,1.14,0.623,2185,2.185,0.322,GOOD
60451,29.69,1.14,0.623,357,0.358,0.237,GOOD
61209,29.69,1.38,0.638,117,0.117,0.401,GOOD
61865,29.69,1.16,0.625,82,0.083,0.332,GOOD
62521,29.75,1.27,0.64,340,0.341,0.338,GOOD
63177,29.69,1.38,0.635,509,0.509,0.34,GOOD
63834,29.69,1.01,0.643,228,0.228,0.415,GOOD
64490,29.62,1.12,0.61,102,0.103,0.428,GOOD
65802,29.62,1.69,0.653,254,0.254,0.337,GOOD
66458,29.62,1.1,0.629,254,0.254,0.395,GOOD
67114,29.69,1.51,0.646,31,0.031,0.419,GOOD
67770,29.62,1.27,0.616,324,0.324,0.335,GOOD
68427,29.62,1.26,0.625,295,0.295,0.426,GOOD
69083,29.69,1.36,0.642,15147,15.148,0.359,GOOD
69739,29.62,1.44,0.633,15147,15.148,0.338,GOOD
70395,29.62,0.58,0.579,217,0.218,0.375,GOOD
71052,29.62,0.91,0.585,217,0.218,0.422,GOOD
71708,29.62,0.7,0.572,196,0.197,0.415,GOOD
72364,29.62,0.83,0.584,7354,7.354,0.431,GOOD
73020,29.62,0.91,0.584,370,0.37,0.379,GOOD
73677,29.62,0.86,0.575,399,0.4,0.351,GOOD
74333,29.62,0.92,0.592,177,0.178,0.418,GOOD
74989,29.62,0.75,0.575,71,0.072,0.355,GOOD
75645,29.62,0.87,0.592,31,0.032,0.37,GOOD
76301,29.62,0.83,0.579,119,0.119,0.424,GOOD
76957,29.56,0.95,0.594,286,0.286,0.408,GOOD
77613,29.56,0.97,0.597,491,0.492,0.336,GOOD
78269,29.56,1.03,0.603,7801,7.802,0.362,GOOD
78926,29.56,0.88,0.582,65,0.065,0.416,GOOD
79582,29.56,0.88,0.583,80,0.081,0.37,GOOD
80238,29.56,0.84,0.587,173,0.173,0.392,GOOD
80895,29.56,0.8,0.577,358,0.359,0.38,GOOD
81551,29.56,0.91,0.601,99,0.099,0.414,GOOD
82207,29.56,0.78,0.58,88,0.089,0.392,GOOD
82863,29.56,1.07,0.611,222,0.223,0.325,GOOD
83519,29.56,0.77,0.572,92,0.093,0.34,GOOD
84175,29.56,0.77,0.585,92,0.093,0.412,GOOD
84832,29.56,0.73,0.593,304,0.304,0.373,GOOD
85488,29.56,0.84,0.585,46,0.046,0.364,GOOD
86144,29.56,0.69,0.584,9938,9.939,0.402,GOOD
86800,29.56,0.95,0.602,141,0.141,0.41,GOOD
87456,29.56,0.75,0.576,12,0.013,0.375,GOOD
88112,29.56,1.04,0.601,164,0.164,0.356,GOOD
88769,29.56,0.88,0.588,278,0.278,0.344,GOOD
89425,29.56,0.82,0.582,80,0.08,0.36,GOOD
90081,29.56,1.03,0.602,242,0.242,0.344,GOOD
90737,29.56,0.73,0.578,14396,14.397,0.419,GOOD
91394,29.56,0.71,0.579,124,0.124,0.401,GOOD
92050,29.56,0.72,0.577,14,0.015,0.38,GOOD
92706,29.56,0.83,0.577,204,0.204,0.329,GOOD
93362,29.56,0.82,0.577,105,0.105,0.338,GOOD
94018,29.56,0.84,0.586,105,0.105,0.331,GOOD
94674,29.56,0.8,0.58,155,0.156,0.34,GOOD
95330,29.56,0.82,0.587,227,0.228,0.39,GOOD
95987,29.56,0.82,0.57,265,0.266,0.405,GOOD
97270,29.56,0.82,0.583,65,0.066,0.355,GOOD
97926,29.56,0.87,0.583,132,0.132,0.358,GOOD
98582,29.56,0.61,0.565,159,0.16,0.376,GOOD
99239,29.56,1.17,0.626,240,0.24,0.374,GOOD
99895,29.56,0.85,0.583,317,0.317,0.368,GOOD
100551,29.56,0.76,0.582,299,0.299,0.359,GOOD
101208,29.56,0.9,0.588,226,0.227,0.366,GOOD
101864,29.56,0.75,0.588,17,0.017,0.387,GOOD
102520,29.5,0.81,0.583,71,0.072,0.393,GOOD
103176,29.56,0.76,0.579,110,0.111,0.326,GOOD
103833,29.56,0.72,0.568,418,0.419,0.387,GOOD
104489,29.56,0.82,0.587,20,0.02,0.391,GOOD
105145,29.56,0.87,0.593,132,0.133,0.387,GOOD
105802,29.56,0.89,0.59,334,0.334,0.35,GOOD
106458,29.5,0.75,0.58,238,0.238,0.36,GOOD
107114,29.56,0.72,0.573,94,0.095,0.41,GOOD
107770,29.56,0.68,0.569,66,0.066,0.41,GOOD
108426,29.5,1.11,0.605,253,0.253,0.409,GOOD
109083,29.56,0.88,0.589,140,0.141,0.325,GOOD
109739,29.56,0.85,0.589,193,0.194,0.425,GOOD
110395,29.56,1.01,0.593,191,0.191,0.417,GOOD
111052,29.56,0.97,0.596,195,0.196,0.42,GOOD
111708,29.56,1.0,0.598,38,0.039,0.339,GOOD
112364,29.56,0.85,0.583,218,0.219,0.38,GOOD
113020,29.56,0.89,0.589,263,0.264,0.35,GOOD
113677,29.56,0.81,0.583,48,0.049,0.369,GOOD
114333,29.56,0.88,0.583,338,0.339,0.413,GOOD
114989,29.56,0.7,0.574,182,0.183,0.35,GOOD
115646,29.56,0.8,0.582,192,0.192,0.384,GOOD
116302,29.56,0.98,0.597,98,0.099,0.42,GOOD
116957,29.56,0.78,0.582,175,0.176,0.409,GOOD
117614,29.56,1.02,0.6,241,0.241,0.345,GOOD
791793,29.62,1.16,0.614,93,0.094,0.414,GOOD
792448,29.56,0.99,0.597,3,0.004,0.415,GOOD
793104,29.56,0.97,0.596,3,0.004,0.408,GOOD
793760,29.56,1.15,0.614,63,0.063,0.42,GOOD
794416,29.56,1.04,0.605,370,0.37,0.349,GOOD
795728,29.5,1.14,0.614,184,0.184,0.423,GOOD
796384,29.56,1.17,0.622,241,0.241,0.377,GOOD
797040,29.56,1.13,0.615,470,0.471,0.379,GOOD
797696,29.5,1.1,0.609,308,0.309,0.373,GOOD
798353,29.5,1.02,0.605,291,0.292,0.371,GOOD
799009,29.5,1.11,0.611,165,0.166,0.337,GOOD
799665,29.5,1.02,0.6,60,0.06,0.412,GOOD
800321,29.5,0.9,0.59,149,0.149,0.381,GOOD
800959,29.5,1.01,0.601,380,0.38,0.426,GOOD
801615,29.5,1.22,0.621,399,0.4,0.332,GOOD
802271,29.5,0.96,0.593,248,0.248,0.338,GOOD
802927,29.5,1.08,0.606,362,0.362,0.342,GOOD
803583,29.5,1.15,0.623,552,0.552,0.341,GOOD
804240,29.44,1.16,0.614,108,0.109,0.35,GOOD
804896,29.5,1.08,0.609,23,0.023,0.343,GOOD
805552,29.5,1.24,0.624,202,0.202,0.408,GOOD
806208,29.44,1.07,0.607,81,0.081,0.399,GOOD
807519,29.5,1.25,0.626,233,0.233,0.338,GOOD
808176,29.44,0.83,0.586,16451,16.452,0.339,GOOD
808832,29.5,0.94,0.598,135,0.135,0.339,GOOD
809488,29.44,1.05,0.607,154,0.155,0.346,GOOD
810144,29.44,1.02,0.61,145,0.145,0.417,GOOD
810800,29.5,1.06,0.605,345,0.346,0.419,GOOD
811457,29.44,0.97,0.589,83,0.084,0.407,GOOD
812113,29.44,0.9,0.591,321,0.321,0.349,GOOD
812769,29.5,1.04,0.597,42,0.043,0.352,GOOD
813425,29.5,0.93,0.596,90,0.091,0.331,GOOD
814081,29.5,0.99,0.596,162,0.163,0.396,GOOD
814737,29.5,0.99,0.601,121,0.121,0.329,GOOD
815394,29.44,1.12,0.608,105,0.105,0.359,GOOD
816050,29.44,1.09,0.611,198,0.199,0.342,GOOD
816706,29.44,1.06,0.603,9019,9.02,0.381,GOOD
817362,29.44,1.04,0.606,269,0.269,0.358,GOOD
818019,29.44,1.06,0.605,152,0.152,0.336,GOOD
818675,29.44,0.87,0.588,40,0.04,0.347,GOOD
819331,29.44,0.83,0.586,230,0.231,0.349,GOOD
819987,29.5,0.96,0.594,186,0.186,0.333,GOOD
820643,29.44,1.1,0.612,10,0.01,0.324,GOOD
821299,29.44,1.07,0.607,20,0.021,0.321,GOOD
821955,29.44,1.01,0.596,54,0.055,0.408,GOOD
822611,29.44,1.07,0.607,304,0.305,0.406,GOOD
823267,29.44,0.84,0.586,233,0.234,0.421,GOOD
823923,29.44,0.9,0.592,266,0.266,0.352,GOOD
2173,29.44,0.96,0.602,219,0.219,0.347,GOOD
2829,29.44,0.99,0.599,166,0.166,0.35,GOOD
3485,29.44,1.11,0.604,193,0.193,0.376,GOOD
4141,29.44,0.97,0.582,14921,14.922,0.402,GOOD
4797,29.44,0.94,0.602,229,0.229,0.39,GOOD
5453,29.44,1.24,0.626,60,0.061,0.317,GOOD
6109,29.44,1.08,0.61,285,0.285,0.407,GOOD
6765,29.44,0.96,0.601,2280,2.281,0.401,GOOD
7421,29.44,1.16,0.614,68,0.069,0.363,GOOD
8077,29.44,0.93,0.591,23,0.024,0.331,GOOD
8733,29.44,1.02,0.601,105,0.105,0.355,GOOD
9389,29.44,1.0,0.6,713,0.714,0.393,GOOD
10045,29.44,1.13,0.614,461,0.462,0.394,GOOD
10701,29.44,1.05,0.612,562,0.562,0.388,GOOD
11357,29.44,1.04,0.602,562,0.562,0.386,GOOD
12014,29.44,0.91,0.59,432,0.433,0.371,GOOD
12670,29.44,0.67,0.567,119,0.12,0.353,GOOD
13326,29.44,1.04,0.605,127,0.127,0.401,GOOD
13982,29.44,1.06,0.606,127,0.127,0.403,GOOD
14638,29.44,1.1,0.617,440,0.441,0.334,GOOD
15294,29.44,0.96,0.593,194,0.195,0.415,GOOD
15950,29.44,1.03,0.609,2468,2.469,0.405,GOOD
16607,29.44,0.97,0.591,768,0.769,0.361,GOOD
17263,29.44,1.05,0.603,206,0.206,0.341,GOOD
17919,29.44,0.83,0.58,481,0.482,0.403,GOOD
19231,29.44,0.96,0.601,39,0.039,0.338,GOOD
19887,29.44,1.03,0.595,4770,4.77,0.4,GOOD
20543,29.44,1.03,0.599,9806,9.807,0.41,GOOD
21199,29.44,0.97,0.6,165,0.166,0.416,GOOD
21855,29.5,1.07,0.614,170,0.171,0.345,GOOD
22511,29.44,0.92,0.587,191,0.192,0.386,GOOD
23168,29.44,0.97,0.599,255,0.256,0.398,GOOD
23824,29.44,1.13,0.617,421,0.421,0.409,GOOD
24480,29.44,0.91,0.594,184,0.185,0.379,GOOD
25136,29.44,0.98,0.597,21,0.021,0.337,GOOD
25792,29.44,0.95,0.605,50,0.051,0.331,GOOD
26448,29.44,1.12,0.614,2,0.002,0.375,GOOD
27104,29.37,0.92,0.59,206,0.206,0.323,GOOD
27760,29.44,1.05,0.589,364,0.365,0.404,GOOD
28417,29.44,1.07,0.598,33,0.034,0.354,GOOD
29073,29.44,1.05,0.606,22,0.022,0.353,GOOD
29729,29.44,1.13,0.61,406,0.407,0.34,GOOD
30385,29.44,1.03,0.598,372,0.372,0.344,GOOD
31041,29.44,1.05,0.606,347,0.348,0.342,GOOD
31697,29.44,0.83,0.58,202,0.203,0.384,GOOD
32353,29.44,0.96,0.599,3681,3.682,0.333,GOOD
33010,29.44,0.88,0.585,251,0.251,0.389,GOOD
33666,29.5,0.85,0.588,235,0.236,0.348,GOOD
34322,29.44,0.92,0.592,6816,6.817,0.33,GOOD
34978,29.44,1.27,0.623,86,0.086,0.354,GOOD
35634,29.44,1.04,0.603,11860,11.861,0.383,GOOD
36291,29.44,1.02,0.6,273,0.274,0.403,GOOD
36947,29.44,1.13,0.616,8098,8.098,0.367,GOOD
37604,29.44,0.83,0.582,299,0.3,0.342,GOOD
38260,29.5,1.04,0.605,136,0.137,0.41,GOOD
38916,29.44,0.87,0.594,192,0.193,0.412,GOOD
39572,29.5,1.14,0.614,233,0.233,0.383,GOOD
40228,29.44,0.91,0.588,161,0.161,0.337,GOOD
40884,29.44,0.9,0.591,84,0.084,0.393,GOOD
41540,29.44,0.98,0.607,230,0.231,0.373,GOOD
42197,29.44,1.01,0.594,31,0.032,0.376,GOOD
42853,29.44,1.06,0.608,48,0.048,0.313,GOOD
43509,29.5,1.24,0.629,15,0.015,0.314,GOOD
44165,29.44,1.14,0.612,653,0.654,0.399,GOOD
44821,29.44,0.97,0.599,101,0.102,0.361,GOOD
45477,29.44,0.85,0.587,3,0.003,0.331,GOOD
46133,29.44,1.03,0.605,472,0.472,0.414,GOOD
46789,29.44,0.98,0.594,219,0.22,0.412,GOOD
47445,29.44,0.74,0.577,270,0.271,0.366,GOOD
48102,29.44,1.03,0.603,427,0.427,0.336,GOOD
48758,29.44,0.99,0.595,1813,1.814,0.394,GOOD
49414,29.5,0.87,0.579,7,0.008,0.402,GOOD
50070,29.44,1.05,0.603,10401,10.401,0.326,GOOD
50726,29.44,1.22,0.621,339,0.339,0.345,GOOD
51383,29.44,0.84,0.592,10310,10.311,0.37,GOOD
52039,29.5,0.94,0.597,300,0.301,0.361,GOOD
52696,29.5,1.12,0.598,458,0.458,0.388,GOOD
53352,29.44,1.12,0.614,10299,10.299,0.338,GOOD
54008,29.44,0.89,0.593,298,0.298,0.379,GOOD
54665,29.5,0.82,0.579,279,0.279,0.345,GOOD
55321,29.44,1.02,0.601,277,0.277,0.33,GOOD
55977,29.44,1.14,0.606,4652,4.652,0.338,GOOD
56633,29.44,0.91,0.603,14,0.014,0.329,GOOD
57289,29.44,1.07,0.609,52,0.052,0.336,GOOD
57945,29.5,0.99,0.594,2838,2.838,0.37,GOOD
58602,29.44,1.1,0.61,51,0.051,0.326,GOOD
59258,29.44,0.94,0.588,416,0.416,0.409,GOOD
59914,29.44,0.93,0.585,113,0.114,0.339,GOOD
60570,29.44,0.85,0.584,100,0.101,0.353,GOOD
61226,29.44,1.03,0.604,72,0.073,0.381,GOOD
61882,29.44,1.07,0.604,6530,6.53,0.342,GOOD
62539,29.44,0.92,0.598,91,0.091,0.409,GOOD
63195,29.44,1.13,0.614,198,0.199,0.396,GOOD
63851,29.5,0.96,0.591,155,0.155,0.306,GOOD
64507,29.44,0.9,0.586,69,0.07,0.405,GOOD
65164,29.5,0.87,0.595,122,0.123,0.325,GOOD
65820,29.44,0.8,0.583,39,0.04,0.357,GOOD
66476,29.44,0.92,0.594,513,0.513,0.415,GOOD
67132,29.5,0.9,0.592,275,0.275,0.334,GOOD
67788,29.44,0.86,0.589,255,0.255,0.389,GOOD
68444,29.44,1.13,0.611,67,0.067,0.306,GOOD
69100,29.5,1.06,0.608,401,0.401,0.362,GOOD
69757,29.44,0.99,0.601,226,0.227,0.404,GOOD
70413,29.44,1.06,0.604,124,0.125,0.313,GOOD
71069,29.5,0.77,0.579,438,0.439,0.338,GOOD
71725,29.44,0.96,0.587,6806,6.807,0.403,GOOD
72381,29.44,0.96,0.59,744,0.744,0.407,GOOD
73037,29.44,1.06,0.603,243,0.244,0.404,GOOD
73693,29.44,1.1,0.622,130,0.131,0.331,GOOD
74350,29.44,0.97,0.594,51,0.051,0.352,GOOD
75006,29.44,1.04,0.601,229,0.229,0.316,GOOD
75662,29.44,0.9,0.588,195,0.195,0.403,GOOD
76318,29.44,0.89,0.59,233,0.233,0.402,GOOD
76974,29.44,1.07,0.595,233,0.233,0.39,GOOD
77630,29.44,0.86,0.589,58,0.058,0.341,GOOD
78287,29.44,1.06,0.605,87,0.087,0.395,GOOD
79598,29.44,0.83,0.585,135,0.136,0.329,GOOD
80254,29.44,0.7,0.575,47,0.048,0.389,GOOD
80911,29.44,1.15,0.608,13,0.013,0.317,GOOD
81567,29.44,0.8,0.583,483,0.484,0.363,GOOD
82223,29.44,1.0,0.598,275,0.276,0.353,GOOD
83535,29.44,1.1,0.607,124,0.125,0.345,GOOD
84191,29.44,0.98,0.599,94,0.094,0.362,GOOD
84847,29.44,0.9,0.586,346,0.347,0.403,GOOD
85503,29.5,0.91,0.593,10413,10.414,0.311,GOOD
86160,29.44,0.81,0.575,123,0.124,0.394,GOOD
86816,29.44,1.09,0.61,357,0.358,0.338,GOOD
87472,29.44,0.98,0.602,92,0.092,0.383,GOOD
88128,29.5,1.05,0.615,34,0.034,0.394,GOOD
88785,29.44,0.96,0.602,10193,10.193,0.388,GOOD
89441,29.5,1.05,0.604,112,0.113,0.331,GOOD
90097,29.5,0.99,0.59,183,0.184,0.318,GOOD
90753,29.44,0.82,0.588,21,0.021,0.39,GOOD
91410,29.44,0.88,0.591,195,0.195,0.334,GOOD
92066,29.44,0.88,0.589,39,0.039,0.407,GOOD
92722,29.44,0.92,0.6,5,0.005,0.364,GOOD
93378,29.44,0.89,0.591,143,0.144,0.399,GOOD
94034,29.44,1.26,0.624,161,0.161,0.333,GOOD
94690,29.44,1.12,0.598,73,0.074,0.391,GOOD
95347,29.44,0.99,0.591,224,0.225,0.349,GOOD
96003,29.44,1.04,0.595,209,0.21,0.364,GOOD
96659,29.44,1.03,0.588,299,0.3,0.319,GOOD
97315,29.44,0.85,0.586,8812,8.813,0.38,GOOD
97971,29.44,1.02,0.599,107,0.107,0.315,GOOD
98627,29.44,0.86,0.588,9607,9.607,0.339,GOOD
99284,29.44,0.88,0.586,191,0.191,0.312,GOOD
99940,29.44,1.05,0.611,8642,8.642,0.389,GOOD
100596,29.44,1.03,0.596,12,0.013,0.334,GOOD
101909,29.44,1.03,0.599,547,0.548,0.399,GOOD
102565,29.5,1.06,0.602,505,0.505,0.374,GOOD
103222,29.44,0.94,0.599,39,0.039,0.357,GOOD
103878,29.5,1.03,0.603,121,0.121,0.337,GOOD
104534,29.44,0.99,0.595,107,0.108,0.335,GOOD
105190,29.44,1.08,0.614,218,0.218,0.395,GOOD
105847,29.44,0.97,0.607,466,0.467,0.337,GOOD
106503,29.5,0.91,0.592,354,0.354,0.352,GOOD
107160,29.44,1.17,0.614,54,0.055,0.394,GOOD
107816,29.5,0.74,0.577,325,0.325,0.375,GOOD
108472,29.5,0.91,0.589,181,0.182,0.314,GOOD
109129,29.5,0.87,0.587,17,0.018,0.354,GOOD
109785,29.44,0.78,0.58,227,0.228,0.374,GOOD
110441,29.5,1.1,0.609,99,0.1,0.314,GOOD
111097,29.5,0.92,0.593,527,0.527,0.368,GOOD
111753,29.44,0.94,0.592,83,0.083,0.376,GOOD
112409,29.5,0.91,0.59,235,0.235,0.336,GOOD
113066,29.5,0.93,0.6,137,0.137,0.389,GOOD
113722,29.5,1.12,0.611,13610,13.61,0.362,GOOD
114379,29.5,0.9,0.59,108,0.109,0.379,GOOD
115035,29.5,1.24,0.623,110,0.11,0.318,GOOD
115691,29.5,0.91,0.591,110,0.11,0.37,GOOD
116348,29.44,0.97,0.599,46,0.046,0.391,GOOD
117004,29.5,0.93,0.593,281,0.282,0.326,GOOD
117660,29.44,0.77,0.579,595,0.595,0.332,GOOD
118317,29.44,1.02,0.599,221,0.221,0.37,GOOD
118973,29.5,0.9,0.59,9,0.009,0.307,GOOD
119629,29.44,1.05,0.603,185,0.186,0.311,GOOD
120285,29.44,0.83,0.579,107,0.107,0.403,GOOD
120942,29.5,0.94,0.59,107,0.107,0.311,GOOD
121598,29.5,1.05,0.608,3252,3.253,0.384,GOOD
122254,29.44,0.86,0.588,3291,3.292,0.336,GOOD
122911,29.5,1.0,0.606,7139,7.14,0.334,GOOD
123567,29.5,0.96,0.591,3058,3.059,0.316,GOOD
124224,29.44,0.98,0.602,2973,2.973,0.401,GOOD
124880,29.44,1.05,0.6,2973,2.973,0.397,GOOD
125536,29.44,1.0,0.607,3236,3.236,0.37,GOOD
126192,29.44,0.95,0.592,3268,3.268,0.314,GOOD
126849,29.44,1.07,0.605,3009,3.01,0.389,GOOD
127505,29.44,1.06,0.6,18965,18.966,0.38,GOOD
128162,29.5,1.02,0.606,3167,3.168,0.395,GOOD
128818,29.44,0.79,0.581,3136,3.136,0.407,GOOD
129474,29.5,0.89,0.593,2985,2.986,0.355,GOOD
130131,29.44,0.84,0.588,3025,3.025,0.355,GOOD
130787,29.44,0.94,0.602,3025,3.025,0.343,GOOD
131443,29.44,1.1,0.605,2954,2.955,0.356,GOOD
132100,29.5,0.87,0.593,2899,2.9,0.41,GOOD
132756,29.5,1.02,0.601,2756,2.756,0.356,GOOD
133412,29.44,0.94,0.579,12739,12.739,0.376,GOOD
134069,29.44,0.85,0.594,2836,2.836,0.392,GOOD
134725,29.5,0.9,0.587,12324,12.324,0.405,GOOD
135382,29.5,0.82,0.585,3011,3.012,0.363,GOOD
136038,29.5,1.02,0.603,3268,3.268,0.399,GOOD
136694,29.5,1.04,0.606,3486,3.486,0.41,GOOD
137351,29.5,0.73,0.572,3183,3.184,0.377,GOOD
138007,29.5,0.95,0.596,3003,3.004,0.349,GOOD
